timestamp;open;high;low;close;volume
2019-10-18T00:01:00Z;0.009292;0.009292;0.009292;0.009292;4.0
2019-10-18T00:10:00Z;0.009292;0.009292;0.009292;0.009292;2.0
2019-10-18T02:07:00Z;0.009292;0.009292;0.009292;0.009292;2.0
2019-10-18T02:21:00Z;0.009292;0.009292;0.009292;0.009292;2.0
2019-10-18T03:40:00Z;0.009293;0.009293;0.009293;0.009293;1.0
2019-10-19T00:00:00Z;0.009309;0.009309;0.009309;0.009309;4.0
2019-10-19T00:10:00Z;0.009309;0.009309;0.009309;0.009309;2.0
2019-10-19T02:06:00Z;0.009309;0.009309;0.009309;0.009309;2.0
2019-10-19T02:20:00Z;0.009309;0.009309;0.009309;0.009309;2.0
2019-10-19T02:37:00Z;0.009309;0.009309;0.009309;0.009309;1.0
2019-10-21T17:40:00Z;0.009297999999999999;0.009297999999999999;0.009297999999999999;0.009297999999999999;1.0
2019-10-22T00:00:00Z;0.009295;0.009295;0.009295;0.009295;1.0
2019-10-22T00:00:00Z;0.009295;0.009295;0.009295;0.009295;1.0
2019-10-22T20:17:00Z;0.009299;0.009299;0.009299;0.009299;1.0
2019-10-23T00:00:00Z;0.009308;0.009308;0.009308;0.009308;1.0
2019-10-23T08:51:00Z;0.00932;0.00932;0.00932;0.00932;1.0
2019-10-23T16:09:00Z;0.009304999999999999;0.009304999999999999;0.009304999999999999;0.009304999999999999;1.0
2019-10-23T20:27:00Z;0.009293;0.009293;0.009293;0.009293;1.0
2019-10-23T21:01:00Z;0.009289;0.009289;0.009289;0.009289;1.0
2019-10-24T00:00:00Z;0.009289;0.009289;0.009289;0.009289;1.0
2019-10-24T00:00:00Z;0.009289;0.009289;0.009289;0.009289;1.0
2019-10-24T17:25:00Z;0.009292;0.009292;0.009292;0.009292;1.0
2019-10-24T21:52:00Z;0.009292;0.009292;0.009292;0.009292;1.0
2019-10-25T00:01:00Z;0.009290000000000001;0.009290000000000001;0.009290000000000001;0.009290000000000001;1.0
